geoid,name,land_area,total,airport,cement,cmv,commercial,elec_prod,industrial,nonroad,onroad,rail,residential
26416,"El Centro--Calexico, CA",77893748,364605,8960,0,0,12958,131341,28729,5868,171678,780,4289
26443,"Eldon, MO",6893330,16268,1024,0,0,456,0,68,282,13942,11,482
26470,"El Dorado, AR",39158858,158072,4081,0,0,11689,0,118325,1979,18023,30,3943
26497,"Eldorado, IL",9458184,8607,0,0,0,816,0,230,474,5018,54,2013
26524,"El Dorado, KS",23311666,402788,49,0,0,2984,5290,376524,1073,9590,3487,3789
26551,"Eldorado at Santa Fe, NM",18912707,5399,0,0,0,140,0,68,406,4211,13,558
26578,"El Dorado Springs, MO",4952679,10153,0,0,0,55,0,3400,49,6543,0,103
26632,"Electra, TX",4317364,2938,0,0,0,211,0,263,185,1534,340,403
26659,"Elgin, TX",12307529,12266,0,0,0,197,0,290,409,11059,139,169
26686,"Elizabeth City, NC",43981700,30435,0,0,0,2600,0,3233,2492,20147,45,1915
26713,"Elizabethtown, NC",6373639,3681,0,0,0,327,0,39,130,2859,0,324
26750,"Elizabethtown--Radcliff, KY",147472266,116704,93,0,0,5684,25,9354,6957,85326,775,8487
26767,"Elk City, OK",16681047,27460,0,0,0,2323,0,4226,676,18117,12,2103
26794,"Elkhart, IN--MI",237903041,401951,3995,0,0,31314,474,50512,34737,205112,24475,51328
26821,"Elkhorn, WI",26681042,22463,13,0,0,1574,0,418,1223,16683,16,2534
26848,"Elkin, NC",17094338,8676,0,0,0,1899,0,168,460,5746,25,376
26875,"Elkins, WV",15842958,18895,0,0,0,4923,0,2389,618,9422,13,1527
26902,"Elko, NV",26580266,63579,5104,0,0,2638,0,201,1113,51319,1219,1984
26912,"Elko New Market, MN",5882788,2821,0,0,0,63,0,10,223,2374,0,148
26956,"Elkton, VA",8167916,6735,0,0,0,556,0,264,182,5087,95,548
26983,"Ellensburg, WA",22927525,24531,0,0,0,4588,0,0,1772,15216,18,2936
27010,"Ellenville, NY",8235516,7612,0,0,0,480,0,16,225,5772,0,1117
27037,"Ellijay, GA",13126405,5713,0,0,0,166,0,441,208,4760,6,129
27064,"Ellsworth, KS",3393603,2720,0,0,0,125,0,81,77,2070,120,244
27070,"Ellsworth, ME",7236461,6840,0,0,0,724,0,1,185,5456,0,472
27076,"Ellsworth, WI",5967410,4445,0,0,0,1835,0,410,110,1856,0,234
27085,"Ellwood City, PA",16000604,31354,12,0,0,1636,0,16147,872,6235,26,6422
27118,"Elmira, NY",97905045,188128,9678,0,0,25876,0,27247,7228,81406,1717,34974
27172,"Elmwood, IL",4609604,1922,0,0,0,63,0,0,68,1272,340,176
27199,"Eloy, AZ",7957277,5961,0,0,0,188,0,0,359,4544,759,109
27226,"El Paso, IL",4132223,18768,0,0,0,415,0,969,178,15875,86,1241
27253,"El Paso, TX--NM",648980588,1529330,21323,0,0,98830,141034,167128,79716,830781,7916,182598
27261,"El Paso de Robles (Paso Robles)--Atascadero, CA",82140315,121033,15,0,0,4332,0,646,2527,103506,1558,8445
27280,"El Reno, OK",18498015,32130,0,0,0,1446,0,5574,690,20939,124,3355
27290,"Elroy, TX",11290735,2337,0,0,0,33,0,32,171,1969,0,130
27300,"Elverson, PA",7411875,9423,0,0,0,226,0,131,344,8207,0,513
27307,"Elwood, IN",13452178,19316,0,0,0,1352,0,645,980,12293,268,3776
27334,"Ely, MN",6991618,25263,7,0,0,1880,0,17771,229,4105,0,1270
27361,"Ely, NV",6579854,16382,0,0,0,19,0,0,285,15913,16,147
27372,"Emajagua, PR",14250817,0,0,0,0,0,0,0,0,0,0,0
27380,"Emerald Bay, TX",11383645,3926,0,0,0,223,0,65,250,3081,0,305
27442,"Emmetsburg, IA",4855027,6817,0,0,0,296,0,77,100,5919,9,415
27469,"Emmett, ID",14558895,9753,17,0,0,785,0,133,391,7234,87,1102
27496,"Emmitsburg, MD--PA",13379495,8417,0,0,0,335,0,29,272,7265,0,513
27523,"Emporia, KS",28729004,56781,0,0,0,6180,0,15020,2287,18941,6529,7823
27550,"Emporia, VA",14984906,26007,12,0,0,1187,0,346,312,22643,557,947
27577,"Emporium, PA",3532999,3581,12,0,0,385,0,706,338,1273,0,865
27592,"Enfield, NC",3435501,2168,0,0,0,58,0,21,46,1278,618,144
27604,"England, AR",3891501,2151,0,0,0,69,0,0,38,2017,0,26
27631,"Enid, OK",62160760,93107,14,0,0,9897,0,35111,2991,30418,1539,13135
27658,"Ennis, TX",25288686,64098,0,0,0,488,0,37927,2463,21301,340,1575
27685,"Enterprise, AL",92142203,55331,18,0,0,2241,2954,9799,1836,37037,44,1397
27712,"Ephraim, UT",5702821,1661,0,0,0,95,0,7,170,1337,0,50
27739,"Ephrata, WA",7514761,5356,15,0,0,84,0,0,208,4868,125,54
27750,"Epping, NH",11673229,7335,0,0,0,231,0,38,122,6455,0,488
27766,"Erie, PA",212710301,456291,3910,0,178,53237,12157,135766,19923,124944,6007,100165
27793,"Erwin, TN",16819199,12688,0,0,0,591,0,3322,495,4806,2146,1326
27820,"Escalon, CA",5098787,11204,0,0,0,575,0,4479,304,4845,305,693
27847,"Escanaba, MI",46643396,327910,8319,0,0,6913,101004,176528,2812,21463,714,10154
27874,"Espanola, NM",74151284,38809,0,0,0,3796,0,911,1027,28951,0,4122
27885,"Esparto, CA",4229347,3357,0,0,0,1,0,58,90,3000,5,200
27901,"Estacada, OR",7371607,4125,0,0,0,180,0,278,219,3101,0,346
27928,"Estes Park, CO",19396197,12549,12,0,0,1061,0,0,983,8468,0,2023
27955,"Estherville, IA",7461182,6781,0,0,0,865,6,551,251,3710,16,1379
27991,"Estrella, AZ",18873347,4651,0,0,0,17,0,29,775,3795,0,34
28009,"Etowah, TN",8691643,4729,0,0,0,186,0,320,141,3501,292,287
28063,"Eudora, KS",6512373,6330,0,0,0,156,0,64,181,5196,44,686
28090,"Eufaula, AL--GA",19507985,38028,0,0,0,543,0,10190,981,25944,1,366
28117,"Eugene, OR",225265401,416320,11394,0,0,32913,18895,91292,27446,215336,2584,16458
28144,"Eunice, LA",21872163,24771,3607,0,0,1497,0,5149,735,12065,310,1404
28171,"Eunice, NM",2942288,1147,0,0,0,95,0,78,26,773,0,172
28198,"Eureka, CA",48039740,164104,0,0,654,5588,55680,23157,1946,67737,342,8996
28225,"Eureka, IL",6756989,10630,0,0,0,612,0,58,217,8338,26,1376
28252,"Eureka, KS",3823720,1917,0,0,0,86,0,15,115,1281,0,417
28262,"Eureka, MO",25189253,25106,0,0,0,846,0,116,883,21274,1010,974
28306,"Evanston, WY",18203895,29057,16,0,0,4304,0,1889,527,17598,2306,2414
28333,"Evansville, IN--KY",307632463,607335,8027,0,63,77156,2246,46130,36866,355547,9707,71590
28360,"Evansville, WI",7985723,6071,0,0,0,511,0,607,347,3439,10,1155
28387,"Evarts, KY",3832826,636,0,0,0,5,0,0,21,589,0,20
28414,"Everett, PA",4966546,6581,0,0,0,296,0,61,158,5260,0,804
28431,"Evergreen, AL",5618288,7771,0,0,0,157,0,230,63,7131,108,80
28441,"Evergreen, CO",35230655,34755,0,0,0,1939,0,0,2851,23779,0,6183
28468,"Everson, WA",7901141,2439,0,0,0,124,0,0,175,1866,9,263
28495,"Excelsior Springs, MO",18041442,21775,0,0,0,1670,0,1392,993,15615,18,2085
28522,"Fabens, TX",4336907,5774,0,0,0,1059,0,124,587,2095,246,1661
28549,"Fairbanks, AK",142841989,783737,31500,0,1,47252,376438,233631,6479,49234,599,38598
28576,"Fairbury, IL",3753233,5323,0,0,0,292,0,124,133,4099,34,639
28603,"Fairbury, NE",5257837,4021,18,0,0,555,0,0,246,1458,904,837
28624,"Fairdale, PA",9122621,5785,0,0,4,490,0,27,191,3732,0,1337
28657,"Fairfield, CA",102311929,259979,0,0,0,29483,5631,9132,3859,190446,964,20462
28684,"Fairfield, IL",7434972,18426,14,0,0,693,12,1168,393,14167,297,1680
28711,"Fairfield, IA",17839363,12820,20,0,0,1886,0,2234,835,4066,1373,2402
28738,"Fairfield, TX",11878828,13298,0,0,0,354,0,42,1154,11501,0,244
28765,"Fairfield Glade, TN",16184725,3406,0,0,0,50,0,70,194,2790,0,299
28782,"Fairfield Harbour, NC",5869006,1857,0,0,0,36,0,10,305,1432,0,72
28819,"Fair Haven, VT",8718049,5007,0,0,0,153,0,30,114,4331,30,346
28846,"Fairmont, MN",16692640,22085,0,0,0,1695,2525,733,701,12860,20,3547
28860,"Fairmont, NC",5004783,1565,0,0,0,57,0,11,49,1373,0,71
28873,"Fairmont, WV",67658772,98034,1233,0,782,5063,2,48338,2076,29240,270,11028
28900,"Fairmount, IN",3421263,2466,0,0,0,38,0,3,41,2102,158,121
28954,"Fairview, TN",15974697,7097,0,0,0,139,0,140,575,5726,0,515
28981,"Fajardo, PR",131584324,0,0,0,0,0,0,0,0,0,0,0
29008,"Falfurrias, TX",5349323,8126,0,0,0,540,0,13,700,6591,0,280
29035,"Fallon, NV",36720850,57025,0,0,0,4561,0,0,1176,47442,90,3754
29062,"Falls City, NE",4789066,2261,0,0,0,184,17,0,73,1635,137,213
29089,"Fargo, ND--MN",181801751,725121,14148,0,0,88529,42761,304907,27477,198450,4661,44183
29116,"Faribault, MN",29461618,46990,7,0,0,5402,0,10672,2522,20204,188,7992
29143,"Farmersville, TX",4979282,2696,0,0,0,244,0,147,150,1964,12,177
29170,"Farmerville, LA",12937849,5835,0,0,0,364,0,912,211,4080,0,266
29224,"Farmington, ME",5723207,4877,0,0,0,228,0,0,80,4343,0,224
29251,"Farmington, MO",58952417,40001,1016,0,0,5265,26,8424,1981,19130,33,4122
29265,"Farmington, NH",3614410,1663,0,0,0,184,0,308,229,393,0,545
29278,"Farmington, NM",91473035,112738,6868,0,0,14735,7761,11946,4728,55932,0,10765
29305,"Farmville, NC",9089460,5452,0,0,0,249,0,1157,285,3487,10,261
29332,"Farmville, VA",17850998,10514,12,0,0,2957,0,119,462,6343,0,619
29359,"Fayette, AL",7298048,5881,18,0,0,137,0,945,87,4558,0,133
29413,"Fayette, MO",4058636,4039,0,0,0,249,0,32,221,3124,0,411
29440,"Fayetteville, NC",513078427,626684,19075,0,14,31253,146,12130,26330,496928,4695,36108
29467,"Fayetteville, TN",25113943,20960,0,0,0,583,0,7413,1130,10585,0,1247
29494,"Fayetteville--Springdale--Rogers, AR--MO",486610656,522325,7927,0,0,78848,0,866,38316,358676,154,37537
29510,"Fearrington Village, NC",6028378,2691,0,0,0,15,0,1,158,2426,0,88
29521,"Federalsburg, MD",5106851,4416,0,0,0,445,0,1113,250,2077,0,529
29548,"Fellsmere, FL",4874227,2241,0,0,0,2,0,1,345,1891,0,0
29575,"Fergus Falls, MN",15831662,21540,0,0,0,1596,4,903,752,15773,35,2475
29602,"Fernandina Beach, FL",62388821,296674,6726,0,600,1879,173222,85164,4024,24388,48,620
29656,"Fernley, NV",26695195,47520,0,0,0,922,0,1886,1004,42406,506,793
29683,"Ferriday, LA",11659127,4479,22,0,0,209,0,232,146,3629,0,238
29698,"Filer, ID",2928861,3252,0,0,0,394,0,1035,239,1306,21,255
29710,"Fillmore, CA",6966244,8255,0,0,0,583,0,3,353,5941,3,1370
29737,"Findlay, OH",61773195,162608,38,0,0,14100,0,42847,8201,79273,790,17357
29764,"Firebaugh, CA",3757142,4593,1676,0,0,169,0,167,262,1701,3,611
29775,"Firestone--Frederick, CO",26294826,16603,95,0,0,387,0,0,1606,11655,0,2859
29791,"Fitzgerald, GA",22744401,8667,3,0,0,582,0,482,516,5751,424,906
29818,"Flagstaff, AZ",90134072,147109,5672,0,0,16385,0,6427,6884,98165,6858,6716
29845,"Flemingsburg, KY",5187667,3083,0,0,0,35,0,0,49,2945,0,52
29872,"Flint, MI",611011529,917624,12355,0,0,88496,1560,32882,50436,537097,6512,188282
29899,"Flora, IL",5907560,10176,14,0,0,236,58,798,243,7882,204,737
29953,"Florence, AL",161204491,247359,8952,0,31,10671,0,69055,9663,138567,865,9551
29980,"Florence, AZ",7499413,12598,0,0,0,385,0,8173,463,3484,3,88
30007,"Florence, CO",10075022,4457,0,0,0,1923,0,121,175,1607,2,626
30034,"Florence, OR",18783463,13946,902,0,0,1407,0,1007,1394,8479,0,756
30061,"Florence, SC",183828914,191335,7056,0,0,11199,0,11364,9219,143192,3758,5544
30088,"Floresville, TX",9684432,6823,0,0,0,356,0,109,193,5957,0,207
30115,"Florida--Imbéry--Barceloneta, PR",118669502,0,0,0,0,0,0,0,0,0,0,0
30142,"Floydada, TX",4296958,1340,0,0,0,36,0,11,127,1101,5,59
30171,"Foley, AL",78132122,42923,18,0,2,2353,0,3223,3148,33646,0,530
30196,"Folkston, GA",12444170,2941,0,0,0,106,0,385,78,1951,362,56
30223,"Fond du Lac, WI",74810485,128835,8682,0,0,13867,2960,12185,6353,60417,3806,20561
30250,"Fordyce, AR",10823078,2675,16,0,0,501,0,0,198,1509,248,200
30277,"Forest, MS",9342386,11298,0,0,0,555,0,0,277,10035,104,325
30304,"Forest City, IA",6877518,11079,0,0,0,663,42,5364,314,3438,0,1255
30331,"Forest City, NC",90868611,50884,0,0,0,2950,0,2335,2760,39521,888,2427
30358,"Forest Lake, MN",46346488,54593,15,0,0,5318,0,1440,2912,38435,0,6470
30385,"Forestville, CA",11224865,3493,0,0,0,179,0,277,136,2235,0,664
30412,"Forks, WA",6288410,1220,15,0,0,31,0,0,54,1094,0,24
30439,"Forney, TX",48401599,70026,1698,0,0,2329,0,1339,2809,60759,548,543
30466,"Forrest City, AR",15104711,24226,0,0,0,2545,0,0,438,20151,48,1041
30493,"Forsyth, GA",10649330,16255,6,0,0,72,0,53,105,15921,16,78
30520,"Forsyth, MO",14810979,11617,0,0,0,314,0,84,271,10702,0,244
30547,"Fort Atkinson, WI",28966773,44942,1554,0,0,3326,0,12274,3871,18742,98,5075
30574,"Fort Bragg, CA",20224174,18446,15,0,0,685,0,578,370,14502,41,2252
30601,"Fort Branch, IN",4757302,8069,0,0,0,362,0,660,302,4841,1188,713
30628,"Fort Collins, CO",282422437,637355,14213,0,0,51755,560,177295,30556,273847,805,88320
30655,"Fort Defiance, AZ--NM",7386357,2330,0,0,0,35,0,0,39,2225,0,30
30682,"Fort Dodge, IA",33098249,42297,4490,0,0,7796,0,6746,2099,12227,81,8854
30736,"Fort Irwin, CA",7751669,1980,0,0,0,1,0,0,3,1972,0,1
30748,"Fort Leonard Wood, MO",67184834,49134,6200,0,0,2559,0,15,1334,37557,4,1462
30755,"Fort Lupton, CO",13798203,20444,0,0,0,591,766,4625,984,11028,161,2285
30763,"Fort Madison, IA--IL",10843891,15395,0,0,1,1741,0,3079,566,4953,2472,2580
30790,"Fort Meade, FL",14549918,12014,0,0,0,396,0,96,420,10876,127,96
30817,"Fort Morgan, CO",12772590,193655,12,0,0,18166,33212,126074,788,10765,467,4167
30844,"Fort Payne, AL",11207478,59770,0,0,0,360,0,18051,838,39850,316,353
30858,"Fort Plain, NY",9757875,7199,58,0,25,151,0,8,220,4584,1776,374
30871,"Fort Polk, LA",33437851,10788,1243,0,0,1396,93,656,1050,5609,86,652
30898,"Fort Scott, KS",10836780,11785,7,0,0,1310,0,560,450,5822,1275,2358
30925,"Fort Smith, AR--OK",183350848,265290,9177,0,0,46151,722,4300,17251,165869,694,21123
30952,"Fort Stockton, TX",15366151,10243,0,0,0,983,0,93,1110,6974,15,1065
30979,"Fortuna, CA",22505594,23953,4609,0,0,495,0,2819,1051,12909,120,1947
31033,"Fort Valley, GA",12541923,4204,0,0,0,85,0,103,252,3371,129,262
31060,"Fort Walton Beach--Navarre--Wright, FL",312425907,423423,38381,0,79,20744,280,10060,30314,311526,0,12035
31087,"Fort Wayne, IN",445938033,841646,10001,0,0,77433,0,40667,61711,521416,16202,114214
31114,"Fostoria, OH",17133293,43598,25,0,0,1928,0,12624,1165,21782,2022,4048
31150,"Four Corners, FL",87777209,69811,13,0,0,523,0,222,2973,65891,45,140
31158,"Four Corners, MT",7978901,2643,0,0,0,79,0,0,108,2370,0,85
31168,"Fowlerville, MI",9497847,15185,0,0,0,1038,0,1884,584,9489,170,2017
31195,"Frankenmuth, MI",7116007,4966,0,0,0,446,0,134,194,3841,0,349
31222,"Frankfort, IN",20067664,118054,12,0,0,10308,1274,78802,1525,19624,615,5892
31249,"Frankfort, KY",55891628,79580,5500,0,273,4267,0,20140,2726,38644,47,7981
31276,"Franklin, KY",13939909,14068,14,0,0,719,0,5122,714,6100,315,1081
31303,"Franklin, LA",27199954,42793,0,0,74,1360,20710,8274,685,9881,361,1443
31330,"Franklin, NH",16671468,25356,7,0,0,2381,0,395,653,18608,17,3292
31384,"Franklin, NC",23676012,6728,27,0,0,1451,0,1570,1032,2134,0,511
31411,"Franklin (Venango County), PA",16104943,21459,2437,0,0,1353,0,3165,1212,9041,0,4247
31438,"Franklin, VA",17755084,12412,0,0,0,1620,2261,175,309,6465,80,1499
31450,"Franklin--Highland Lake, NJ",84336261,35210,11,0,0,4807,0,817,3033,14915,105,11518
31465,"Franklinton, LA",7414890,5215,22,0,0,400,0,1334,136,3040,0,280
31478,"Fraser, CO",5790231,5220,0,0,0,8,0,0,56,4830,297,26
31492,"Frazier Park, CA",6539298,2576,0,0,0,233,0,1,138,1828,0,374
31519,"Frederick, MD",190183424,332205,10264,36639,0,43329,43,42494,18042,157667,115,23609
31546,"Frederick, OK",5771782,3581,0,0,0,360,0,423,79,2046,14,656
31573,"Fredericksburg, TX",19647084,13240,0,0,0,1800,0,325,1001,9415,0,697
31600,"Fredericksburg, VA",201972226,254620,3864,0,1,21241,294,4354,15904,180776,2375,25806
31627,"Fredericktown, MO",6048892,5166,12,0,0,362,0,56,121,4215,0,398
31681,"Freeport, IL",35958131,52150,14,0,0,5098,0,10918,2762,19878,468,13008
31735,"Fremont, MI",8160104,16583,0,0,0,905,5,10697,333,3678,29,933
31762,"Fremont, NE",28205719,144809,4330,0,0,6356,98195,8266,2526,11919,5050,8163
31789,"Fremont, OH",31869461,72810,12,0,0,4455,0,21896,3349,33244,512,9339
31843,"Fresno, CA",441049776,1006654,30495,0,0,82325,22950,76638,46046,624166,11731,112298
31870,"Friona, TX",3512243,7369,0,0,0,139,0,3831,508,1804,746,339
31897,"Fritch, TX",8750286,3708,0,0,0,112,0,532,242,2412,0,407
31924,"Front Royal, VA",44528150,31222,0,0,0,3002,0,232,1500,22844,319,3323
31978,"Frostproof, FL",19868793,7799,61,0,0,317,0,315,604,6295,136,69
32032,"Fulton, KY--TN",7335694,7609,14,0,0,442,0,917,443,4487,524,779
32059,"Fulton, MS",8745369,129740,0,0,0,294,0,125126,157,3984,8,169
32086,"Fulton, MO",17025785,35467,0,0,0,1531,0,417,403,32056,0,1058
32113,"Gadsden, AL",186453391,289628,18,0,0,7700,77191,40581,5003,148691,384,10055
32140,"Gaffney, SC",48025862,48583,0,0,0,2326,0,3911,2148,37142,638,2414
32167,"Gainesville, FL",225553278,435094,11978,0,0,22979,123885,4883,18183,243277,64,9841
32194,"Gainesville, GA",327017903,230955,1341,0,0,15109,0,34306,18381,146639,1138,14038
32221,"Gainesville, TX",21329732,35557,7,0,0,1706,0,2293,1496,26717,1610,1726
32248,"Galax, VA",15380699,17839,0,0,0,1554,9,963,1263,12891,0,1156
32275,"Galena, IL",4773207,5710,0,0,0,343,0,5,271,3772,136,1180
32302,"Galena, KS--MO",4074467,1446,0,0,0,37,0,223,51,904,0,229
32329,"Galesburg, IL",55962512,96823,28,0,0,7686,0,4514,3041,48506,16480,16564
32356,"Galion, OH",23476336,27935,25,0,0,2241,252,2832,1517,14032,1030,6002
32383,"Galliano--Larose--Cut Off, LA",41851640,22895,0,0,350,705,0,2347,348,18338,0,805
32437,"Gallup, NM",31419076,64208,646,0,0,3945,0,4699,1338,48911,2130,2536
32451,"Galt, CA",20505283,19024,0,0,0,2535,0,789,1345,9912,1325,3116
32491,"Galveston, TX",30384297,247585,193,0,41324,12166,48,138551,4817,39987,341,10153
32506,"Garapan--Dandan, MP",59459706,0,0,0,0,0,0,0,0,0,0,0
32518,"Garden City, KS",33409113,70751,0,0,0,4672,33797,9064,2562,13069,778,6805
32572,"Gardnerville Ranchos, NV",31754915,69039,0,0,0,3015,0,14328,2794,43928,0,4972
32599,"Garner, IA",4175654,5896,0,0,0,177,0,999,69,4254,8,386
32626,"Garnett, KS",5048386,3331,0,0,0,256,0,314,162,1440,365,792
32637,"Garrettsville, OH",17144266,10426,0,0,0,541,0,1402,598,6320,0,1563
32653,"Gastonia, NC--SC",358960218,400642,14490,0,0,19102,96,19506,17586,287046,5344,37470
32707,"Gatesville, TX",16731872,7719,0,0,0,312,0,48,453,6520,0,383
32720,"Gautier, MS",7940762,5293,0,0,0,75,0,0,471,4550,0,195
32734,"Gaylord, MI",26463401,22691,0,0,0,2685,0,729,1116,15986,101,2071
32761,"Geneseo, IL",7920806,24217,14,0,0,1184,1015,133,276,20018,41,1532
32788,"Geneseo, NY",10466487,6317,0,0,0,2289,0,5,354,1934,0,1733
32815,"Geneva, AL",6028756,11042,18,0,0,312,0,2344,214,8021,9,121
32842,"Geneva, NY",39768301,82346,0,0,0,7746,2,40298,2589,19052,291,12367
32850,"Geneva, OH",11624077,17157,0,0,0,782,0,867,959,11591,774,2181
32869,"Genoa, IL",7038244,5762,0,0,0,75,0,829,220,3670,216,751
32896,"Genoa, OH",7026981,3873,0,0,0,94,46,153,190,2860,248,278
32950,"Georgetown, DE",12496000,16801,0,0,0,1207,7,6298,754,8148,17,367
32977,"Georgetown, KY",42359692,70265,0,0,0,17574,11251,75,3605,34181,1104,2471
33004,"Georgetown, OH",6309658,2607,0,0,0,437,0,27,92,1695,0,354
33031,"Georgetown, SC",26598178,202069,0,0,6617,1457,63376,107814,1257,21165,43,336
33166,"Gibson City, IL",5120577,11727,14,0,0,365,0,4566,206,5460,161,952
33193,"Giddings, TX",7497562,6297,0,0,0,117,0,106,559,5096,349,67
33220,"Gillespie, IL",7807608,9128,0,0,0,234,0,236,224,6349,45,2038
33247,"Gillette, WY",64299078,61797,16,0,0,15097,0,57,1402,36875,2035,6313
33274,"Gilman, IL",7429120,32439,0,0,0,76,0,1,98,31015,1076,171
33301,"Gilmer, TX",9568467,4347,48,0,0,464,0,1250,284,1791,180,327
33328,"Gilroy--Morgan Hill, CA",117638306,191127,7184,0,0,5633,17754,9373,8412,123098,2631,17041
33355,"Girard, KS",3839874,2106,0,0,0,267,21,136,117,907,138,518
33409,"Gladwin, MI",7038120,2927,0,0,0,135,0,65,80,2448,0,196
33436,"Glasgow, KY",24906595,29901,0,0,0,1606,0,8578,1147,16395,20,2153
33463,"Glasgow, MT",10592217,8600,4505,0,0,694,0,0,397,2301,50,650
33490,"Glencoe, MN",7045960,8316,0,0,0,496,54,1875,318,4861,18,690
33517,"Glendive, MT",11618494,7029,0,0,0,1078,0,0,206,3202,666,1875
33544,"Glennville, GA",7716095,2596,0,0,0,342,0,11,164,1941,0,137
33598,"Glens Falls, NY",107715714,508645,27,298422,0,19267,34486,35029,8784,87417,83,25125
33612,"Glenville, WV",4331494,1522,0,0,0,109,0,67,18,1289,0,38
33625,"Glenwood, IA",11062541,24693,0,0,0,598,0,50,221,21601,841,1378
33635,"Glenwood, MD",14347659,6150,16,0,0,230,0,25,215,5273,0,388
33652,"Glenwood Springs, CO",12678163,32230,1961,0,0,12117,0,0,918,14782,143,2306
33679,"Globe, AZ",19926437,46531,0,0,0,4729,0,25324,736,14532,44,1165
33695,"Gloucester Courthouse, VA",11351421,3674,12,0,0,187,0,8,254,3022,0,189
33706,"Glouster, OH",4806674,4351,0,0,0,45,0,0,19,4041,28,215
33733,"Gloversville, NY",41901833,45542,0,0,24,12118,0,4355,2000,11904,480,14657
33749,"Gold Beach, OR",5482383,1833,848,0,0,16,0,20,14,929,0,3
33760,"Golden Beach, MD",11855182,2424,0,0,0,263,0,17,268,1097,0,777
33787,"Goldendale, WA",4908800,2009,0,0,0,303,0,0,100,1456,0,150
33798,"Golden Gate Estates, FL",18879740,7218,0,0,0,112,0,34,501,6557,0,11
33814,"Goldsboro, NC",137031795,119164,55,0,0,8285,197,6219,4726,92180,613,6885
33841,"Gonzales, CA",4067663,67424,0,0,0,179,0,55255,243,11222,1,522
33868,"Gonzales, TX",9583285,13454,0,0,0,886,0,779,631,10587,4,565
33895,"Gooding, ID",3540510,3053,17,0,0,488,0,91,147,1525,382,399
33922,"Goodland, KS",6948696,5056,0,0,0,601,164,67,245,2373,18,1585
33938,"Goodrich, MI",16999283,11301,0,0,0,1106,0,127,469,7864,0,1733
34003,"Gothenburg, NE",4802329,3916,18,0,0,341,0,0,208,1450,1229,666
34030,"Gouverneur, NY",5752973,3666,0,0,0,612,0,30,112,2159,77,674
34057,"Gowanda, NY",11203884,7598,0,0,0,1356,0,6,398,4315,113,1407
34072,"Graceville, FL",7103716,4972,0,0,0,78,0,27,58,4772,0,36
34084,"Grafton, ND",4778274,6799,0,0,0,444,0,1645,218,3959,14,517
34111,"Grafton, WV",10237533,4593,14,0,0,1064,0,431,236,1896,192,757
34138,"Graham, TX",12491886,8074,0,0,0,1030,0,974,699,4031,0,1338
34151,"Gramercy--Lutcher, LA",37293644,595957,22,0,11453,928,278165,297936,877,5140,444,988
34165,"Granbury, TX",75707999,34168,84,0,0,2801,0,632,3722,25338,21,1568
34192,"Grand Bay, AL",13626513,13189,0,0,0,116,0,317,129,12304,103,217
34219,"Grand Forks, ND--MN",63328497,263782,0,0,0,23780,92510,68515,7003,52120,387,19464
34229,"Grand Forks AFB, ND",5320343,2435,0,0,0,234,0,29,114,1772,0,283
34246,"Grand Island, NE",72735768,82142,3920,0,0,11718,1313,9955,5176,25780,8613,15663
34273,"Grand Junction, CO",203988468,234287,8142,0,0,14722,382,23479,15360,119523,3973,48702
34300,"Grand Rapids, MI",726575362,1559356,20053,0,0,234420,60223,107161,131592,707055,2686,296162
34327,"Grand Rapids, MN",20839384,49440,1485,0,0,2092,25756,1476,886,15856,127,1759
34354,"Grand Saline, TX",6849020,2769,48,0,0,193,0,124,159,1954,170,118
34381,"Grandview, WA",28537957,19014,0,0,0,1313,0,0,1178,15280,98,1144
34397,"Granger, WA",2274488,1670,0,0,0,14,0,0,97,1526,4,28
34408,"Grangerland, TX",13726636,2602,0,0,0,77,0,51,267,1870,0,336
34435,"Grangeville, ID",3987390,3153,0,0,0,595,0,406,149,1794,0,207
34462,"Granite Falls, MN",5203936,3926,0,0,0,466,4,53,126,2668,130,476
34470,"Granite Falls, WA",12288092,5727,0,0,0,420,0,0,349,4391,0,565
34478,"Granite Shoals, TX",13514546,3004,24,0,0,97,0,85,726,1798,0,272
34489,"Grants, NM",20999563,32548,0,0,0,1253,0,924,448,25591,2273,2057
34516,"Grants Pass, OR",70526676,59110,14,0,0,5274,0,6811,3339,39236,22,4410
34543,"Grantsville, UT",9771352,13126,0,0,0,540,0,90,112,11801,0,581
34554,"Grantville, GA",7180947,2273,0,0,0,24,0,8,62,1957,126,94
34570,"Granville, NY--VT",5120446,3122,0,0,0,228,0,55,67,2330,0,440
34597,"Grass Valley, CA",72520014,80641,211,0,0,1604,0,0,1383,68093,0,9349
34613,"Gray, GA",9957593,4030,0,0,0,74,0,3,146,3574,1,230
34624,"Grayling, MI",10715744,5685,0,0,0,664,0,40,257,4269,28,425
34651,"Grayson, KY",13867114,20631,0,0,0,4417,0,1070,269,14582,0,291
34678,"Great Barrington, MA",13347545,9628,0,0,0,1513,0,224,388,4678,35,2786
34705,"Great Bend, KS",17214186,18167,0,0,0,2532,0,1142,1235,7783,83,5390
34759,"Great Falls, MT",80671725,157426,8251,0,0,24127,1516,28417,5963,62336,365,26449
34786,"Greeley, CO",106741698,224036,12,0,0,25459,7,27079,13526,115173,687,42089
